ocreval Accuracy Report Version 7.0
-----------------------------------
   38654   Characters
    1888   Errors
   95.12%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   95.12%  Accuracy After Correction

     Ins    Subst      Del   Errors
       2        0   {١٩}-{<200E>٦}
       2        0   {٢}-{<200E>٦}
       2        0   {٢}-{٣<200F>}
       2        0   {٢٧}-{.}
       2        0   {٣ }-{<200E>}
       2        0   {٣}-{<200E>٢}
       2        0   {٣}-{<200E>٥}
       2        0   {٣}-{٤}
       2        0   {٣٠}-{٦}
       2        0   {٣٨}-{١٩}
       2        0   {٤ }-{}
       2        0   {٤}-{٣}
       2        0   {٤}-{٨<200F>}
       2        0   {٤٣}-{٢<200F>}
       2        0   {٤٩}-{٥<200F>}
       2        0   {٥١}-{٠<200F>}
       2        0   {٥٢}-{١١}
       2        0   {٥٨}-{١٩}
       2        0   {٥٩}-{٤<200F>}
       2        0   {٦}-{١٩}
       2        0   {٦٣}-{٣٥}
       2        0   {٧}-{٤<200F>}
       2        0   {٨}-{}
       2        0   {٩}-{}
       2        0   {کی}-{كي}
       2        0   {یك}-{يک}
       2        0   {◌ًا}-{ة}
       1        0   { }-{.}
       1        0   { }-{و}
       1        0   { }-{٤}
       1        0   { }-{٧}
       1        0   { }-{◌ً}
       1        0   {*}-{ه}
       1        0   {-}-{٩}
       1        0   {.}-{:}
       1        0   {.}-{،}
       1        0   {.}-{٨}
       1        0   {/}-{<200F>}
       1        0   {:}-{.}
       1        0   {<200C>}-{}
       1        0   {}-{-}
       1        0   {}-{/}
       1        0   {}-{[}
       1        0   {}-{؟}
       1        0   {}-{أ}
       1        0   {}-{ئ}
       1        0   {}-{ح}
       1        0   {}-{س}
       1        0   {}-{غ}
       1        0   {}-{ف}
       1        0   {}-{ك}
       1        0   {}-{ه}
       1        0   {}-{ى}
       1        0   {}-{٠}
       1        0   {}-{١}
       1        0   {}-{٤}
       1        0   {}-{٦}
       1        0   {}-{ھ}
       1        0   {ء}-{ه}
       1        0   {أ}-{}
       1        0   {ؤ}-{}
       1        0   {ؤ}-{و}
       1        0   {ئ}-{ث}
       1        0   {ئ}-{س}
       1        0   {ا}-{.}
       1        0   {ا}-{آ}
       1        0   {ا}-{ة}
       1        0   {ا}-{ل}
       1        0   {ا}-{و}
       1        0   {ب}-{ج}
       1        0   {ب}-{ر}
       1        0   {ت}-{ك}
       1        0   {ث}-{ت}
       1        0   {ث}-{ش}
       1        0   {ث}-{ن}
       1        0   {ج}-{}
       1        0   {ج}-{ب}
       1        0   {ح}-{خ}
       1        0   {د}-{أ}
       1        0   {د}-{ه}
       1        0   {ذ}-{د}
       1        0   {ذ}-{ز}
       1        0   {ذ}-{ف}
       1        0   {ر}-{ي}
       1        0   {س}-{م}
       1        0   {س}-{ي}
       1        0   {ش}-{ت}
       1        0   {ش}-{ض}
       1        0   {ص}-{}
       1        0   {ص}-{ض}
       1        0   {ص}-{ط}
       1        0   {ص}-{م}
       1        0   {ط}-{}
       1        0   {ط}-{ل}
       1        0   {ط}-{ن}
       1        0   {ع}-{ت}
       1        0   {ع}-{م}
       1        0   {ع}-{ي}
       1        0   {غ}-{}
       1        0   {غ}-{ف}
       1        0   {ـ}-{ل}
       1        0   {ف}-{ه}
       1        0   {ف}-{و}
       1        0   {ق}-{ }
       1        0   {ك}-{ح}
       1        0   {ل}-{ي}
       1        0   {م}-{ }
       1        0   {م}-{ي}
       1        0   {ن}-{ }
       1        0   {ن}-{ث}
       1        0   {ن}-{ذ}
       1        0   {ن}-{ل}
       1        0   {ه}-{<200F>}
       1        0   {ه}-{}
       1        0   {ه}-{د}
       1        0   {ه}-{م}
       1        0   {و}-{.}
       1        0   {ى}-{ن}
       1        0   {ي}-{ت}
       1        0   {ي}-{ل}
       1        0   {ي}-{ن}
       1        0   {ي}-{ی}
       1        0   {٠}-{ }
       1        0   {٠}-{}
       1        0   {١}-{<200E>}
       1        0   {١}-{}
       1        0   {٢}-{ }
       1        0   {٢}-{<200F>}
       1        0   {٢}-{٠}
       1        0   {٢}-{٣}
       1        0   {٢}-{٩}
       1        0   {٣}-{١}
       1        0   {٤}-{.}
       1        0   {٤}-{،}
       1        0   {٤}-{١}
       1        0   {٤}-{٧}
       1        0   {٥}-{<200F>}
       1        0   {٥}-{٠}
       1        0   {٥}-{٣}
       1        0   {٦}-{}
       1        0   {٦}-{٢}
       1        0   {٦}-{٩}
       1        0   {٧}-{<200F>}
       1        0   {٨}-{٤}
       1        0   {٨}-{٩}
       1        0   {٩}-{-}
       1        0   {٩}-{٦}
       1        0   {٩}-{٨}

   Count   Missed   %Right
     643        2    99.69   {<\n>}
    6469      195    96.99   { }
       3        0   100.00   {!}
       1        1     0.00   {*}
     115       17    85.22   {-}
     470      106    77.45   {.}
      15        4    73.33   {/}
      53        7    86.79   {:}
       3        0   100.00   {?}
       8        8     0.00   {[}
       8        7    12.50   {]}
     307        9    97.07   {،}
       4        0   100.00   {؛}
      90        1    98.89   {ء}
      29        0   100.00   {آ}
     144        5    96.53   {أ}
      44        3    93.18   {ؤ}
      32        3    90.62   {إ}
     130        8    93.85   {ئ}
    5331       33    99.38   {ا}
     989       18    98.18   {ب}
     996        4    99.60   {ة}
    1219       19    98.44   {ت}
     162        5    96.91   {ث}
     423        6    98.58   {ج}
     504        9    98.21   {ح}
     246        2    99.19   {خ}
     877        7    99.20   {د}
     231        5    97.84   {ذ}
    1387       12    99.13   {ر}
     164        3    98.17   {ز}
     648        8    98.77   {س}
     257        2    99.22   {ش}
     350       16    95.43   {ص}
     165        0   100.00   {ض}
     239        3    98.74   {ط}
      89        1    98.88   {ظ}
    1071       11    98.97   {ع}
      89        2    97.75   {غ}
     165      165     0.00   {ـ}
     755       12    98.41   {ف}
     645        3    99.53   {ق}
     478       33    93.10   {ك}
    3594       25    99.30   {ل}
    1832       24    98.69   {م}
    1527       22    98.56   {ن}
     857        7    99.18   {ه}
    1529       10    99.35   {و}
     272       15    94.49   {ى}
    2127       30    98.59   {ي}
     126       22    82.54   {◌ً}
      43       13    69.77   {٠}
     137       43    68.61   {١}
      72       29    59.72   {٢}
      41       22    46.34   {٣}
      54       27    50.00   {٤}
      63       26    58.73   {٥}
      60       23    61.67   {٦}
      30       13    56.67   {٧}
      41       21    48.78   {٨}
      71       30    57.75   {٩}
      52       45    13.46   {ک}
       5        4    20.00   {ھ}
      67       65     2.99   {ی}
       6        6     0.00   {<200C>}
